TM,lat,lon,ERA5_precipitation,ERA5_start_soil,ERA5_delta_soil,soil_temperature,evaporation,leaf_area_index_low_vegetation,pressure,temperature,wind_u,wind_v,Aspect,Dem,Slope,CLCD,BD,CLAY,GRAVL,POROSITY,SAND,SILT,EVI-day,NDVI-day,fenqu_ID,texture_class,topography_class,joint_class,FC_0_7cm,ASML1_RSM,DSML1_RSM,END_RSM
2019_05_07,21.5958,110.4042,0.0072645125910639,0.497222900390625,0.022216796875,298.0421447753906,-0.0015624789521098,1.4896240234375,100000.484375,297.1207275390625,-4.157516479492188,0.1136541366577148,147.09475708007812,25.0,0.0783885419368743,1.0,1.33,21.13,11.73,52.19,49.53,29.33,0.4552749991416931,0.6292374730110168,9.0,Loam,1,Loam_1,0.26245347,142.44498455477884,6.364693350265697,148.80967790504454
2018_01_22,29.4958,105.6042,0.0003395438252482,0.32183837890625,0.0018310546875,288.630126953125,-0.0009732800535857,0.86474609375,97112.109375,287.9682922363281,-2.439697265625,-1.960113525390625,321.95294189453125,377.0,0.2638208866119385,1.0,1.26,26.65,13.75,50.9,32.96,40.38,0.1087749972939491,0.1602749973535537,6.0,Loam,1,Loam_1,0.29569,86.38347081275329,0.4914667408273465,86.87493755358064
2018_07_13,41.8958,122.6042,0.0012972742551937,0.3404998779296875,0.0365142822265625,299.0129089355469,-0.0009394148364663,1.9251708984375,100023.71875,299.7373046875,1.9018707275390625,5.075836181640625,190.88552856445312,22.0,0.0341663546860218,1.0,1.37,14.03,12.23,45.82,43.3,42.66,0.7365999817848206,0.954200029373169,1.0,Sandy Loam,1,Sandy Loam_1,0.28045738,88.61954600124395,9.50331945243006,98.122865453674
2018_04_30,34.7958,118.9042,0.0027930960059165,0.299346923828125,0.02642822265625,301.758056640625,-0.0022133546881377,1.5740966796875,100747.6328125,301.090576171875,-3.1583709716796875,1.0286865234375,118.88658142089844,9.0,0.0427408255636692,1.0,1.4,21.0,20.39,52.870000000000005,46.86,32.12,0.4482499957084656,0.6538125276565552,7.0,Loam,1,Loam_1,0.26588,80.4194491145643,7.0999330138865,87.5193821284508
2021_08_07,31.2958,108.3042,0.0223330482840538,0.2814483642578125,0.1485443115234375,302.9471435546875,-0.0029925741255283,2.785888671875,91871.703125,301.648681640625,-0.9845733642578124,0.9837188720703124,114.663818359375,763.0,0.9740181565284728,1.0,1.26,21.14,14.48,55.98,34.04,44.8,0.437624990940094,0.5578500032424927,6.0,Loam,1,Loam_1,0.29601172,75.46043030489825,39.82690642549117,115.28733673038944
2017_02_26,42.1958,120.9042,1.4342367649078367e-05,0.2749176025390625,0.0044097900390625,272.6661071777344,-3.693951293826103e-05,0.79541015625,98418.53125,279.942138671875,0.1793060302734375,-0.2598876953125,110.2949676513672,237.0,0.364597886800766,1.0,1.25,17.85,9.97,47.65,42.09,40.05,0.1209625005722045,0.1963749974966049,1.0,Loam,1,Loam_1,0.2731,80.53243574926766,1.2917729883742215,81.82420873764188
2019_04_08,35.0958,114.4042,0.0001210421323776,0.138397216796875,0.1696014404296875,290.239501953125,-0.0002885926514863,1.915283203125,100177.890625,285.9200439453125,-2.4350738525390625,-7.115016937255859,28.072486877441406,70.0,0.021937571465969,1.0,1.32,16.330000000000002,21.27,50.97,37.66,46.0,0.6176000237464905,0.7099000215530396,3.0,Loam,1,Loam_1,0.17215522,60.90223483276832,74.63377510101652,135.53600993378484
2020_11_07,46.1958,133.0042,0.001234620809555,0.3245086669921875,0.0006256103515625,276.2218933105469,-0.0006103552877902,1.8770751953125,99243.609375,275.0433349609375,0.9691925048828124,-1.5189208984375,131.97396850585938,70.0,0.2074218988418579,1.0,1.11,17.12,32.51,59.7,50.620000000000005,32.25,0.1198249980807304,0.2706249952316284,1.0,Sandy Loam,1,Sandy Loam_1,0.34091654,85.75417034427608,0.1653228468573526,85.91949319113343
2018_06_13,18.6958,109.6042,0.0060799121856689,0.3700103759765625,0.0569610595703125,301.1820678710937,-0.0024411813355982,3.1112060546875,95187.015625,300.890869140625,3.901077270507813,0.9827232360839844,139.20947265625,87.0,0.9322527647018432,1.0,1.2,22.79,16.66,53.65,44.97,32.230000000000004,0.1703999936580658,0.1752749979496002,9.0,Loam,1,Loam_1,0.31967,96.45633934384482,14.84892221413554,111.30526155798036
2017_10_03,46.6958,83.6042,0.0025797188282012,0.2508544921875,0.0819549560546875,287.6019897460937,-0.0003158748149871,0.8856201171875,91857.203125,287.333984375,1.536712646484375,0.4969730377197265,181.60386657714844,628.0,0.6454483270645142,1.0,1.5,14.64,18.77,50.41,46.46,38.89,0.1110875010490417,0.1868624985218048,2.0,Sandy Loam,1,Sandy Loam_1,0.24782869,67.48061660052353,22.04613088573065,89.52674748625418
2022_07_08,25.4958,106.9042,0.0023452579043805,0.4416656494140625,0.0249481201171875,301.6781005859375,-0.0023961029946804,2.310791015625,92285.8125,300.12255859375,-0.65557861328125,2.722747802734375,250.2802124023437,468.0,0.5277583599090576,1.0,1.18,25.62,21.27,55.89,38.46,35.910000000000004,0.6932874917984009,0.8349437713623047,8.0,Loam,1,Loam_1,0.38388565,97.50114994719296,5.5074928368858345,103.0086427840788
2018_10_19,28.9958,104.2042,0.0007733926177024,0.3936309814453125,0.007293701171875,292.2176513671875,-0.0008731349371373,2.1976318359375,96282.703125,291.352294921875,-0.51300048828125,-0.358306884765625,46.65362930297852,328.0,1.1381903886795044,1.0,1.18,24.09,13.79,51.09,37.19,38.71,0.2918375134468078,0.5942624807357788,6.0,Loam,1,Loam_1,0.29569,112.8159821082984,2.09039963746818,114.9063817457666
2021_09_12,44.9958,125.0042,0.0001405954390065,0.3509521484375,0.0163421630859375,293.8004150390625,-0.0023302785120904,1.3623046875,99729.953125,292.247802734375,-1.471588134765625,0.0960979461669921,16.157339096069336,177.0,0.2156327664852142,1.0,1.37,20.4,9.62,51.92,45.22,34.37,0.5378437638282776,0.7755687236785889,1.0,Loam,1,Loam_1,0.29518,86.78414913416681,4.041122770551854,90.82527190471866
2019_04_10,28.6958,112.2042,0.0001342177420156,0.451080322265625,0.0254058837890625,287.3700866699219,-0.0010149339213967,1.53955078125,100677.90625,283.72705078125,-1.4060516357421875,-3.4711227416992188,56.437255859375,39.0,0.1610573083162307,1.0,1.2,24.79,7.51,51.370000000000005,33.09,42.11,0.2620374858379364,0.4730125069618225,7.0,Loam,1,Loam_1,0.30779,122.12881138265944,6.878576244913334,129.00738762757277
2020_02_27,45.8958,123.0042,5.863606929779053e-05,0.3645172119140625,0.001251220703125,271.8289794921875,-3.548618406057358e-05,0.806884765625,100728.1875,275.4463195800781,-0.770721435546875,3.161153793334961,41.63353729248047,139.0,0.015539021231234,1.0,1.49,25.15,8.620000000000001,50.61,37.54,37.3,0.1284999996423721,0.1953999996185302,1.0,Loam,1,Loam_1,0.28698045,85.24706965348952,0.2926141618144811,85.539683815304
2018_08_30,38.1958,115.1042,0.003564566373825,0.2394561767578125,0.0328369140625,299.3760986328125,-0.0020131850615143,2.1385498046875,100540.140625,296.05419921875,-0.6539154052734375,-2.9910888671875,43.09084701538086,41.0,0.0273896846920251,1.0,1.33,12.67,30.35,50.79,39.42,47.89,0.3781999945640564,0.5957000255584717,3.0,Loam,1,Loam_1,0.24753,72.73552222509142,9.9743098087298,82.70983203382121
2020_03_25,33.1958,114.1042,0.0021293610334396,0.266204833984375,0.0344696044921875,294.3735656738281,-0.0014145607128739,2.166259765625,99749.125,294.9544982910156,-0.6427459716796875,1.7032318115234375,214.6951599121093,58.0,0.0102018676698207,1.0,1.26,26.62,19.62,52.23,18.55,54.82,0.5436000227928162,0.6971562504768372,3.0,Silt Loam,1,Silt Loam_1,0.26006523,81.23872528648947,10.519218183089516,91.757943469579
2020_09_16,26.6958,114.6042,0.0064243152737617,0.4419708251953125,0.0375213623046875,302.0424194335937,-0.0028040362522006,3.16943359375,97814.1171875,302.662841796875,0.703216552734375,1.8964996337890625,103.39249420166016,124.0,0.2646385729312897,1.0,1.2,24.11,11.39,54.67,30.49,45.38,0.486175000667572,0.7700250148773193,7.0,Loam,1,Loam_1,0.3965661,92.87456012909166,7.8846381273066255,100.75919825639828
2017_08_09,45.6958,123.1042,0.004636064171791,0.348846435546875,0.067108154296875,300.11590576171875,-0.0024264152161777,2.1705322265625,98031.609375,300.514404296875,-1.768768310546875,0.73773193359375,53.13010025024414,138.0,0.0064522274769842,1.0,1.43,23.17,25.76,50.43,33.47,43.35,0.6697312593460083,0.8166437745094299,1.0,Loam,1,Loam_1,0.18319,133.16696125688412,25.61754420469672,158.78450546158084
2020_05_03,32.2958,109.0042,0.0016332358354702,0.29132080078125,0.01080322265625,298.6654052734375,-0.0041739265434443,3.1964111328125,88870.7734375,301.743408203125,0.784759521484375,-0.7798376083374023,306.6959228515625,1768.0,0.4675201773643493,1.0,1.34,22.29,27.23,55.77,31.84,45.85,0.4623250067234039,0.7645750045776367,4.0,Loam,4,Loam_4,0.32419175,67.06018357116571,2.486832703141909,69.54701627430762
2018_02_17,26.4958,108.9042,0.0054241567850112,0.4375457763671875,0.0509185791015625,289.6009521484375,-0.001569764688611,1.6920166015625,91882.546875,293.59332275390625,1.572713851928711,6.2169036865234375,351.81805419921875,513.0,0.4034933745861053,1.0,1.16,24.4,19.55,57.15,31.85,43.74,0.1583749949932098,0.2837375104427337,8.0,Loam,1,Loam_1,0.39761087,94.86527237026986,11.039770319079006,105.90504268934887
2020_07_18,35.2958,117.6042,0.000866025686264,0.3365478515625,0.015045166015625,297.36505126953125,-0.0015943390317261,2.7408447265625,97022.9921875,298.021484375,-1.4106292724609375,-2.113027572631836,127.4560775756836,226.0,0.3405623733997345,1.0,1.28,17.71,17.19,52.44,43.48,38.8,0.4941624999046325,0.7232875227928162,3.0,Sandy Loam,1,Sandy Loam_1,0.23003478,114.2992416334622,5.109677740777734,119.40891937423991
2022_03_20,43.4958,125.6042,6.467103958129883e-05,0.3652801513671875,0.0042724609375,272.606201171875,-0.0004769535735249,0.87255859375,98777.25,275.0870361328125,2.118881225585937,-1.099151611328125,351.1006774902344,222.0,0.3670286238193512,1.0,1.28,14.55,22.1,49.73,52.08,33.36,0.1109374985098838,0.2023437470197677,1.0,Sandy Loam,1,Sandy Loam_1,0.3211,88.87421932594683,1.039507974905598,89.91372730085243
2017_02_21,48.8958,127.1042,0.0008504465222358,0.35736083984375,1.52587890625e-05,269.4569091796875,-0.0002387026324868,0.0,97434.953125,265.141357421875,1.5794219970703125,2.3343963623046875,29.93151092529297,396.0,0.0737080127000808,1.0,1.14,28.23,9.88,60.6,32.14,39.61,0.0052249999716877,-0.0074000000022351,1.0,Clay Loam,1,Clay Loam_1,0.31264347,100.2657822712786,0.0042812033420699,100.27006347462068
2017_07_03,23.7958,106.7042,0.0025887563824653,0.403533935546875,0.004669189453125,302.98077392578125,-0.0027536866255104,2.91259765625,97036.3125,303.63720703125,-0.7389984130859375,0.097686767578125,27.66911506652832,119.0,0.9433676600456238,1.0,1.28,26.54,28.1,51.51,31.72,41.73,0.2545500099658966,0.3266875147819519,8.0,Loam,1,Loam_1,0.31395,100.41754647109286,1.1619061188896025,101.57945258998248
2020_01_04,30.8958,107.0042,0.0002929419279098,0.413848876953125,0.0235443115234375,283.05694580078125,-0.0001476844772696,0.8818359375,97236.015625,282.54302978515625,-1.1183319091796875,-0.4818115234375,298.8827514648437,300.0,0.877560019493103,1.0,1.13,21.89,15.89,54.13,32.72,45.37,0.2605875134468078,0.3544000089168548,6.0,Loam,1,Loam_1,0.29601172,123.72413639781064,7.038800326739246,130.7629367245499
2020_03_17,47.1958,125.1042,0.000297375023365,0.4172821044921875,0.0075836181640625,272.40167236328125,-4.52827662229538e-05,1.0283203125,98521.484375,279.78399658203125,0.9788665771484376,-0.737701416015625,200.7722625732422,158.0,0.0200123079121112,1.0,1.35,23.58,19.84,57.44,37.18,39.22,0.0935437530279159,0.1727312505245208,1.0,Loam,1,Loam_1,0.30178,102.42489733560812,1.861453686905226,104.28635102251332
2021_05_22,35.7958,118.9042,0.0042324513196945,0.195465087890625,0.0397796630859375,300.2695617675781,-0.0021766768768429,2.1993408203125,98769.7734375,300.663330078125,0.09674072265625,4.3461761474609375,270.79205322265625,130.0,0.1400264352560043,1.0,1.32,20.91,28.13,49.43,36.35,42.72,0.3596749901771545,0.5139250159263611,3.0,Loam,1,Loam_1,0.19158652,77.29124785937562,15.729764494097756,93.02101235347337
2018_09_02,29.8958,103.7042,0.0013769939541816,0.3596649169921875,0.0324859619140625,305.6983642578125,-0.0037586386315524,2.1031494140625,95062.515625,305.411865234375,-0.85614013671875,-1.313690185546875,75.31678009033203,418.0,0.1247298866510391,1.0,1.19,24.3,12.7,52.77,29.44,46.24,0.4682937562465668,0.6704124808311462,6.0,Loam,1,Loam_1,0.31873,94.82616196901924,8.564969616564506,103.39113158558376
2018_02_27,42.5958,122.3042,0.0020846724510192,0.18524169921875,0.004669189453125,271.90631103515625,-7.878430187702179e-05,1.177734375,100560.65625,272.1881408691406,-2.3302459716796875,-1.226334571838379,182.792709350586,123.0,0.2118837386369705,1.0,1.41,22.2,11.32,47.03,39.94,37.84,0.1424500048160553,0.2085999995470047,1.0,Loam,1,Loam_1,0.27215958,48.27208053617056,1.2167427219166551,49.488823258087216
2019_04_22,46.1958,131.4042,1.3597309589385986e-05,0.2763824462890625,9.1552734375e-05,284.302978515625,-0.0016619069501757,2.436279296875,98144.890625,288.469970703125,-0.1700439453125,3.77314567565918,166.1593017578125,255.0,0.2292572259902954,1.0,1.17,20.28,13.04,58.39,43.23,36.47,0.1171000003814697,0.2646749913692474,1.0,Loam,1,Loam_1,0.28719565,82.25205119491704,0.0272463041555513,82.2792974990726
2021_08_10,32.4958,113.7042,0.0062624439597129,0.384246826171875,0.03350830078125,301.4917297363281,-0.0032312627881765,1.9901123046875,98512.953125,301.609375,-2.1805572509765625,0.015472412109375,148.17987060546875,121.0,0.2961426675319671,1.0,1.31,18.75,8.77,51.54,43.46,37.77,0.5386250019073486,0.6976749897003174,3.0,Sandy Loam,1,Sandy Loam_1,0.321,91.37638252880431,7.96849082810159,99.34487335690592
2018_01_21,31.7958,105.9042,3.738999294000678e-05,0.28912353515625,4.57763671875e-05,285.4222412109375,-0.0008222055621445,0.95263671875,95213.65625,285.95458984375,-0.4736175537109375,1.90212631225586,129.84523010253906,407.0,0.4773229956626892,1.0,1.33,26.16,13.42,55.06,34.43,39.39,0.2200624942779541,0.4225812554359436,6.0,Loam,1,Loam_1,0.28944302,75.10497805710934,0.0118912251515372,75.11686928226088
2022_08_07,36.2958,114.6042,0.0110005959868431,0.1912689208984375,0.17938232421875,307.35302734375,-0.0034946012310683,2.676025390625,99009.78125,308.263916015625,-0.369598388671875,2.3436279296875,115.97439575195312,63.0,0.0279910657554864,1.0,1.28,17.45,10.05,50.63,35.81,46.72,0.6509062647819519,0.8289999961853027,3.0,Loam,1,Loam_1,0.39901,37.44989961452202,35.12253848171686,72.57243809623887
2018_03_05,29.9958,104.3042,0.0001820027828216,0.2241668701171875,0.0001068115234375,292.33709716796875,-0.001012741588056,1.224853515625,96868.75,290.83856201171875,-2.3730010986328125,-2.4146299362182617,330.4221496582031,401.0,0.0823511928319931,1.0,1.34,24.57,17.71,51.39,29.57,45.85,0.2370624989271164,0.4209375083446502,6.0,Loam,1,Loam_1,0.29547867,56.61617098881527,0.0269765977075561,56.64314758652283
2018_05_09,47.7958,124.7042,0.0007960960501804,0.2105560302734375,0.0051116943359375,291.9183349609375,-0.0014713518321514,2.5360107421875,99742.28125,295.0111694335937,1.315460205078125,4.2646331787109375,214.38034057617188,163.0,0.029708283022046,1.0,1.34,22.83,12.37,56.64,37.96,39.19,0.2012999951839447,0.4004999995231628,1.0,Loam,1,Loam_1,0.31198,50.36584584771448,1.2227377606336944,51.588583608348166
2018_07_03,40.8958,120.0042,0.003068707883358,0.145538330078125,0.0332489013671875,304.8600158691406,-0.000589994713664,2.3294677734375,95806.140625,299.935546875,-0.4972381591796875,3.4647369384765625,142.32899475097656,260.0,0.5722204446792603,1.0,1.3,15.15,24.08,48.97,52.03,32.8,0.5540624856948853,0.7745500206947327,1.0,Sandy Loam,1,Sandy Loam_1,0.27523,40.67600247013687,9.292619981382703,49.96862245151957
2017_12_07,42.9958,125.7042,0.0003182217478752,0.3148956298828125,1.52587890625e-05,265.99078369140625,-6.858445703983307e-05,1.1993408203125,97966.0,262.5863037109375,0.9344320297241212,-2.2491455078125,212.068603515625,335.0,0.3098880052566528,1.0,1.25,17.22,27.34,55.2,45.4,37.36,0.0288500003516674,0.0295000001788139,1.0,Sandy Loam,1,Sandy Loam_1,0.32927,76.50757855445379,0.0037073013788076,76.5112858558326
2020_12_25,31.4958,110.9042,0.0005705505609512,0.345611572265625,0.0033721923828125,277.800537109375,-0.0007694880478084,1.352783203125,85737.6171875,278.28631591796875,-0.6473016738891602,1.4507598876953125,300.5540466308594,1506.0,0.804649293422699,1.0,1.29,20.8,19.46,56.5,35.26,43.93,0.157537505030632,0.4363124966621399,7.0,Loam,4,Loam_4,0.3239874,82.69332310229737,0.8068531746405172,83.50017627693789
2019_05_18,29.4958,111.7042,0.0024007484316825,0.5017852783203125,0.0013275146484375,299.2305908203125,-0.0020579518750309,1.5439453125,99094.8046875,300.288818359375,-0.975799560546875,0.9702796936035156,250.7693328857422,76.0,0.0293842088431119,1.0,1.33,22.96,9.96,50.81,29.22,47.8,0.4169999957084656,0.6840000152587891,7.0,Loam,1,Loam_1,0.29001567,130.09026862259233,0.3441646151791251,130.43443323777146
2022_06_03,36.0958,111.2042,0.0001597940863575,0.1326446533203125,0.02984619140625,302.8495788574219,-0.0025951685383915,2.33740234375,88580.5625,302.571533203125,-1.542022705078125,2.629347801208496,128.55435180664062,1013.0,1.8607141971588133,1.0,1.28,16.89,21.02,55.18,36.97,46.13,0.3647499978542328,0.5471500158309937,4.0,Loam,4,Loam_4,0.28271,36.65545449630156,8.247793511419054,44.90324800772061
2019_11_09,45.6958,122.4042,0.000160276889801,0.204925537109375,0.0047607421875,277.0638427734375,-0.0001460621133446,0.674560546875,99174.75,279.2606811523437,-0.84637451171875,2.5876712799072266,155.15760803222656,177.0,0.0767895951867103,1.0,1.4,23.94,13.38,51.05,39.93,36.11,0.1369687467813491,0.1959999948740005,1.0,Loam,1,Loam_1,0.29394695,49.79653085345964,1.1568516475263892,50.95338250098603
2021_01_05,44.9958,121.2042,2.8580427169799805e-05,0.2179412841796875,4.57763671875e-05,262.78228759765625,-4.410510882735253e-05,0.83837890625,98683.703125,259.7041320800781,1.884063720703125,-0.7005233764648438,160.06369018554688,258.0,0.2024737149477005,1.0,1.3,20.32,9.2,49.48,44.36,35.31,0.1260562539100647,0.2088875025510788,2.0,Loam,1,Loam_1,0.28047,59.773644837837445,0.012554850837605,59.78619968867505
2019_04_26,36.4958,113.7042,0.009003072977066,0.2968292236328125,0.08062744140625,289.1507568359375,-0.0011380887590348,1.30126953125,92836.0390625,284.546875,-3.0169830322265625,-0.148712158203125,106.45162200927734,554.0,0.6720627546310425,1.0,1.27,16.490000000000002,23.47,54.27,37.57,45.92,0.2239875048398971,0.408112496137619,3.0,Loam,1,Loam_1,0.29021,80.53609390995237,21.87594305352328,102.41203696347566
2021_08_01,22.4958,107.9042,0.0004084259271621,0.456634521484375,0.0129852294921875,301.7733154296875,-0.0015095304697751,2.3521728515625,98269.890625,300.941650390625,-0.595672607421875,-1.576791763305664,301.4568176269531,154.0,0.1285854130983352,1.0,1.3,35.33,13.78,55.13,25.01,39.64,0.570381224155426,0.6315312385559082,8.0,Clay Loam,1,Clay Loam_1,0.3009787,116.7050439844248,3.318719255187647,120.02376323961244
2022_11_10,35.5958,104.3042,0.0009496316197328,0.2704315185546875,0.0283660888671875,287.4193115234375,-0.0006952928379178,0.65966796875,77754.0234375,285.5600280761719,-3.063934326171875,-0.2333717346191406,28.49009704589844,2118.0,1.0049149990081787,1.0,1.28,20.72,7.56,55.07,19.62,59.64,0.1432500034570694,0.2309000045061111,2.0,Silt Loam,7,Silt Loam_7,0.27589738,76.5772490738584,8.032336852017309,84.6095859258757
