TM,lat,lon,ERA5_precipitation,ERA5_start_soil,ERA5_delta_soil,soil_temperature,evaporation,leaf_area_index_low_vegetation,pressure,temperature,wind_u,wind_v,Aspect,Dem,Slope,CLCD,BD,CLAY,GRAVL,POROSITY,SAND,SILT,EVI-day,NDVI-day,fenqu_ID,texture_class,topography_class,joint_class,FC_0_7cm,ASML1_RSM,DSML1_RSM,END_RSM
2018_06_14,46.9958,130.1042,0.0055736228823661,0.171966552734375,0.054840087890625,297.62811279296875,-0.0017602033913135,1.8238525390625,99199.359375,298.0810546875,-2.01544189453125,2.5394582748413086,138.39134216308594,97.0,0.1234010830521583,1.0,1.2,22.55,10.71,57.64,33.26,44.18,0.2287562489509582,0.3937999904155731,1.0,Loam,1,Loam_1,0.34522435,41.51082060462397,13.237789640906705,54.74861024553068
2021_11_28,33.2958,120.2042,0.0006154999136924,0.2907867431640625,0.0116424560546875,287.1409912109375,-0.0008435333147644,0.8924560546875,102735.1171875,288.36883544921875,-3.10498046875,1.159688949584961,104.03624725341795,1.0,0.0053206430748105,1.0,1.15,31.17,24.22,52.92,14.71,54.1,0.1525249928236007,0.2533499896526336,7.0,Silty Clay Loam,1,Silty Clay Loam_1,0.39017,64.80714497115805,2.5947343030379177,67.40187927419598
2019_06_16,26.8958,104.8042,0.002096080686897,0.41796875,0.002227783203125,291.6341552734375,-0.0008992860093712,1.6612548828125,78227.640625,290.118896484375,-1.2331390380859375,-1.6291656494140625,137.08168029785156,1923.0,1.0800520181655884,1.0,1.13,26.76,16.97,54.56,29.3,43.93,0.5837687253952026,0.7655937671661377,8.0,Loam,4,Loam_4,0.31769392,116.42773949137025,0.6205625717632905,117.04830206313352
2019_08_22,25.5958,101.9042,0.0046841204166412,0.4580841064453125,0.056243896484375,299.4767150878906,-0.0023688608780503,2.817138671875,83379.0,297.171630859375,0.022003173828125,0.54083251953125,293.7276306152344,1714.0,2.4758317470550537,1.0,1.25,26.22,19.85,55.79,34.12,39.65,0.5630000233650208,0.746999979019165,8.0,Loam,5,Loam_5,0.28472,128.7114657053421,15.80328645247963,144.51475215782173
2018_12_06,31.6958,106.6042,0.0032924935221672,0.3795623779296875,0.024322509765625,282.19781494140625,-0.0005041835829615,0.983642578125,97008.375,279.8596496582031,-3.261993408203125,-2.729461669921875,197.8018798828125,457.0,0.0738659873604774,1.0,1.34,22.18,9.26,54.08,33.11,44.7,0.198974996805191,0.4671125113964081,6.0,Loam,1,Loam_1,0.29055697,97.48708004412258,6.2470112800133215,103.7340913241359
2019_10_05,35.9958,113.9042,0.0087233707308769,0.3272705078125,0.0765838623046875,290.8528137207031,-0.000815930776298,1.112548828125,98891.953125,287.4833984375,-1.7151031494140625,-2.102052688598633,75.80525970458984,337.0,0.2262835055589676,1.0,1.25,18.65,27.19,51.65,32.2,49.13,0.2575750052928924,0.4730249941349029,3.0,Loam,1,Loam_1,0.27088,96.65401884598349,22.617797491047696,119.27181633703115
2017_08_22,44.2958,129.2042,0.0090044066309928,0.2276153564453125,0.11871337890625,299.25421142578125,-0.0038709989748895,2.4014892578125,96116.828125,301.697509765625,1.6738128662109375,0.755340576171875,137.3695068359375,330.0,0.1324229836463928,1.0,1.25,24.65,10.23,52.42,29.7,45.63,0.5903000235557556,0.8476499915122986,1.0,Loam,1,Loam_1,0.3118161,58.39733264454594,30.457280148459304,88.85461279300524
2021_08_19,47.2958,127.9042,0.0037036016583442,0.3272705078125,0.0369720458984375,295.9581298828125,-0.0023683630861341,0.0,97790.4453125,298.21533203125,0.3506622314453125,2.0451717376708984,240.03326416015625,226.0,0.1653428226709365,1.0,1.17,23.92,4.79,60.29,34.26,41.8,0.5040500164031982,0.7852062582969666,1.0,Loam,1,Loam_1,0.33055,84.62210943752126,9.559836402793454,94.18194584031473
2022_06_09,26.2958,105.0042,0.0070025920867919,0.4246826171875,0.000244140625,292.61212158203125,-0.0005888030864298,1.5091552734375,83100.453125,291.81787109375,-0.5906524658203125,-1.4393720626831057,114.99989318847656,1657.0,2.1013686656951904,1.0,1.14,30.09,20.11,55.7,32.56,37.34,0.2143875062465667,0.2647125124931335,8.0,Clay Loam,5,Clay Loam_5,0.3942735,94.4848212136962,0.0543172297865456,94.53913844348276
2018_04_04,27.1958,110.8042,0.002749003469944,0.482208251953125,0.01190185546875,298.38360595703125,-0.0024110209196805,1.7305908203125,96571.234375,297.0782470703125,-2.681732177734375,-0.991558074951172,136.6103057861328,280.0,0.2272967845201492,1.0,1.24,25.49,11.94,49.52,29.98,44.51,0.2654750049114227,0.4293749928474426,7.0,Loam,1,Loam_1,0.27787262,139.9481613348025,3.454198020414719,143.40235935521724
2017_12_03,43.8958,127.5042,0.0001359432935714,0.338043212890625,3.0517578125e-05,265.6375732421875,-0.0001725573092699,2.0545654296875,98133.421875,260.947998046875,0.9511852264404296,-1.1168060302734375,243.0121154785156,356.0,0.3127962052822113,1.0,1.16,18.7,14.09,59.75,44.72,36.57,0.0364999994635582,0.045899998396635,1.0,Sandy Loam,1,Sandy Loam_1,0.39459175,73.85267503356208,0.0066672090849112,73.85934224264699
2021_03_28,46.7958,128.2042,0.0002094313531415,0.4024505615234375,0.0031890869140625,274.1572265625,-0.0002835588529706,0.652587890625,96308.375,281.8662109375,-3.3047332763671875,0.8401947021484375,337.5377502441406,365.0,0.3428090214729309,1.0,1.13,24.26,12.85,58.54,29.74,45.98,0.139212504029274,0.3392375111579895,1.0,Loam,1,Loam_1,0.28719565,124.00986553984092,0.9826753326190236,124.99254087245995
2022_02_21,27.1958,107.8042,0.0025154501199722,0.4782257080078125,0.00250244140625,276.78924560546875,-0.0004108240827918,1.248779296875,92777.359375,274.2667236328125,-1.4658203125,-2.0513153076171875,100.77518463134766,966.0,0.3796267509460449,1.0,1.2,27.0,10.9,56.22,24.95,48.03,0.0482874996960163,0.0888499990105629,8.0,Loam,1,Loam_1,0.39518738,100.84366138914751,0.5276908990721483,101.37135228821968
2020_07_04,36.8958,119.9042,0.0070760250091552,0.220245361328125,0.0832977294921875,301.55633544921875,-0.0022651040926575,2.0458984375,99568.40625,301.39306640625,-0.1692352294921875,3.7084341049194336,200.8044586181641,82.0,0.2961046993732452,1.0,1.36,15.06,28.09,50.41,51.36,33.56,0.4392000138759613,0.6302499771118164,3.0,Sandy Loam,1,Sandy Loam_1,0.26682,60.6945201347805,22.95492485906656,83.64944499384706
2017_04_24,36.0958,119.1042,0.0010271951323375,0.22796630859375,0.0180206298828125,296.3839111328125,-0.0015792120248079,1.166259765625,99454.8359375,297.269287109375,2.5176544189453125,-0.8609161376953125,106.57095336914062,116.0,0.1380020081996917,1.0,1.3,19.26,28.6,49.11,43.06,37.67,0.413100004196167,0.6211000084877014,3.0,Sandy Loam,1,Sandy Loam_1,0.28679,61.145332444739786,4.833509880671866,65.97884232541165
2018_09_24,27.1958,107.3042,0.0018980875611305,0.4663543701171875,0.0265350341796875,297.94989013671875,-0.0024361824616789,2.0030517578125,89848.296875,297.730224609375,-3.251495361328125,2.7777156829833984,347.67694091796875,1183.0,0.9159514904022216,1.0,1.18,30.49,18.87,53.53,32.52,36.98,0.4590249955654144,0.7788125276565552,8.0,Clay Loam,4,Clay Loam_4,0.39019218,101.28741378054312,5.7631388464602455,107.05055262700336
2018_12_26,24.7958,108.8042,0.0012369841570034,0.492584228515625,0.0028839111328125,286.1499938964844,-0.0006182603538036,1.5938720703125,97048.15625,284.45660400390625,-1.7665700912475586,-2.46951961517334,193.9283447265625,349.0,0.3323805630207062,1.0,1.24,26.73,24.21,56.55,25.17,48.09,0.0258249994367361,0.0258124992251396,8.0,Loam,1,Loam_1,0.30914086,128.49978665942666,0.7523220270934775,129.25210868652013
2021_01_14,44.2958,127.2042,0.0011367201805114,0.3648834228515625,1.52587890625e-05,263.39453125,-0.0001627709716558,2.866943359375,98522.0,259.2711486816406,-0.7082672119140625,0.5009593963623047,329.7435607910156,326.0,0.519881546497345,1.0,1.13,21.3,11.14,58.53,37.93,40.76,0.1596249938011169,0.2634499967098236,1.0,Loam,1,Loam_1,0.3079352,104.8615695573081,0.0043851281544477,104.86595468546255
2017_08_17,33.6958,120.3042,0.0171703062951564,0.347320556640625,0.082672119140625,303.6216735839844,-0.003924018703401,2.52587890625,100703.796875,303.774169921875,-1.36468505859375,1.3112554550170898,101.30992889404295,0.0,0.0032900033984333,1.0,1.22,20.8,19.59,53.09,33.01,46.18,0.6185687780380249,0.8696374893188477,7.0,Loam,1,Loam_1,0.27473608,103.62271342481532,24.665137568563804,128.28785099337912
2020_05_03,33.2958,115.7042,0.0016970128053799,0.2604522705078125,0.0133514404296875,309.1927490234375,-0.0023266356438398,1.9720458984375,99673.7734375,311.518798828125,3.393157958984375,1.5268030166625977,93.81407165527344,30.0,0.0096998242661356,1.0,1.21,26.32,21.06,53.48,13.19,60.48,0.5282750129699707,0.7409499883651733,7.0,Silt Loam,1,Silt Loam_1,0.2788178,77.2008854302111,3.9575121419787167,81.15839757218981
2018_08_31,41.5958,113.8042,0.0087428512051701,0.2545166015625,0.1134185791015625,296.0101928710937,-0.0017457921057939,1.0692138671875,85895.7734375,295.45166015625,-1.7351837158203125,5.0790863037109375,149.19473266601562,1318.0,0.320011556148529,1.0,1.57,17.27,7.62,49.38,45.76,36.95,0.3697875142097473,0.5936999917030334,2.0,Sandy Loam,4,Sandy Loam_4,0.2499,64.87094240562466,28.908016480875787,93.77895888650043
2020_07_15,31.2958,117.9042,0.0181749165058136,0.4201202392578125,0.0018463134765625,296.72857666015625,-0.0007325578480958,2.4154052734375,100333.8125,295.91943359375,-3.2451324462890625,-0.6018218994140625,315.0,7.0,0.0218995846807956,1.0,1.21,28.04,11.94,51.85,18.85,53.1,0.2020687460899353,0.3072499930858612,7.0,Silty Clay Loam,1,Silty Clay Loam_1,0.34855,99.61463471639,0.4377790578826567,100.05241377427264
2018_06_02,48.1958,86.0042,0.0035703480243682,0.1426544189453125,0.0428619384765625,300.972412109375,-0.0009063403122127,1.1419677734375,94671.1328125,301.074951171875,-6.5494232177734375,3.358062744140625,214.549560546875,498.0,0.4175359904766083,1.0,1.38,15.64,18.64,57.33,39.21,45.13,0.2139125019311905,0.2997937500476837,2.0,Loam,1,Loam_1,0.26459783,39.06788175537031,11.738333495650355,50.80621525102067
2022_07_26,47.6958,122.7042,0.0014644876355305,0.385345458984375,0.0169677734375,297.18084716796875,-0.0024068150669336,2.32080078125,97086.390625,298.6875,-1.07196044921875,1.7910919189453125,87.53424072265625,258.0,0.1349762827157974,1.0,1.29,24.55,10.76,51.42,32.97,42.47,0.615081250667572,0.8219187259674072,2.0,Loam,1,Loam_1,0.34749,85.96431841647441,3.785234896615172,89.74955331308959
2022_09_07,26.2958,113.3042,0.0001867488026618,0.23529052734375,0.0219268798828125,310.7489929199219,-0.0015784539282321,3.12841796875,98527.4375,306.984130859375,-0.7198486328125,-1.750946044921875,322.2749938964844,526.0,0.6484934091567993,1.0,1.2,21.87,8.61,50.95,42.39,35.72,0.4078499972820282,0.7369499802589417,7.0,Loam,1,Loam_1,0.30015,65.3258169092537,6.087756089403216,71.41357299865692
2021_09_22,38.4958,114.3042,0.0037408173084259,0.3612060546875,0.0294952392578125,298.7255859375,-0.0028433501720428,1.58984375,98499.5,299.017578125,-0.982666015625,1.946868896484375,139.36526489257812,137.0,0.2397646307945251,1.0,1.33,18.06,26.62,49.15,44.65,37.27,0.270962506532669,0.5222437381744385,3.0,Sandy Loam,1,Sandy Loam_1,0.17813782,152.45695707123707,12.449277543878898,164.90623461511598
2020_03_21,30.7958,116.6042,0.0003319978713989,0.3284454345703125,0.043304443359375,291.9783020019531,-0.0013811625540256,2.2269287109375,98063.453125,294.71649169921875,1.141204833984375,0.8646345138549805,152.60568237304688,43.0,0.458547979593277,1.0,1.2,16.830000000000002,16.55,55.74,45.67,37.49,0.416700005531311,0.553600013256073,7.0,Sandy Loam,1,Sandy Loam_1,0.28190434,97.09127883898267,12.801163732637994,109.89244257162066
2017_01_10,27.4958,116.3042,0.0020222291350364,0.4559478759765625,0.0351715087890625,283.8389892578125,-0.0006524645723402,2.6890869140625,99479.2265625,282.06695556640625,-0.0360260009765625,-2.2825851440429688,296.6600646972656,203.0,0.1739967912435531,1.0,1.15,22.82,8.34,55.18,30.48,46.69,0.2475499957799911,0.5763499736785889,7.0,Loam,1,Loam_1,0.38848737,102.0564488087896,7.872564991274055,109.92901380006369
2020_06_10,41.4958,114.1042,0.0015759915113449,0.2339935302734375,0.00238037109375,299.0702209472656,-0.0021235337480902,0.93701171875,86145.90625,297.83447265625,5.377166748046875,-4.339672088623047,329.31103515625,1353.0,0.276859313249588,1.0,1.49,16.0,5.0200000000000005,48.08,45.65,38.33,0.1683000028133392,0.2321999967098236,3.0,Sandy Loam,4,Sandy Loam_4,0.24719,63.53114517877248,0.6462900976777639,64.17743527645025
2018_08_12,40.7958,122.9042,0.0081505477428436,0.3001708984375,0.106048583984375,301.9677124023437,-0.002144559752196,2.80078125,99178.484375,302.99951171875,-0.1021270751953125,2.6666717529296875,257.855712890625,200.0,0.3649710714817047,1.0,1.34,18.02,22.96,50.81,45.39,36.58,0.5613250136375427,0.7763375043869019,1.0,Sandy Loam,1,Sandy Loam_1,0.28581694,78.37468736538618,27.689308519186355,106.06399588457252
2018_07_25,40.1958,123.4042,0.0013117492198944,0.3114013671875,0.0025177001953125,301.5499572753906,-0.0026237117126584,2.4788818359375,98663.5,302.3759765625,-0.7053680419921875,3.0049304962158203,92.1136474609375,69.0,0.3673766553401947,1.0,1.3,15.66,24.15,51.89,50.92,33.410000000000004,0.564424991607666,0.8257250189781189,1.0,Sandy Loam,1,Sandy Loam_1,0.28066432,85.34733350543233,0.6900387117011141,86.03737221713345
2019_03_13,44.3958,128.9042,8.202493336284533e-05,0.332244873046875,0.002044677734375,272.1085510253906,-9.804824367165564e-05,1.51708984375,95313.1640625,273.0221252441406,2.26675033569336,-2.7632293701171875,138.63818359375,361.0,0.3163533806800842,1.0,1.26,25.6,9.92,55.17,32.8,41.59,0.0920374989509582,0.2011374980211258,1.0,Loam,1,Loam_1,0.33055,79.77201850856437,0.4909272747381109,80.26294578330248
2018_10_13,28.3958,105.5042,0.0006280019879341,0.4766082763671875,0.01190185546875,289.3818359375,-0.0004183510318398,2.2791748046875,94635.2109375,288.07867431640625,0.0012054443359375,-0.79278564453125,325.9430847167969,411.0,0.7546148896217346,1.0,1.3,24.06,13.56,55.04,31.1,44.82,0.3242500126361847,0.6817499995231628,6.0,Loam,1,Loam_1,0.319,114.92844860554314,2.869991673197492,117.79844027874064
2022_08_28,23.2958,112.7042,0.0024525076150894,0.3816986083984375,0.0310211181640625,305.715087890625,-0.0043194629251956,2.67919921875,99820.40625,306.080322265625,0.4411468505859375,0.9989471435546876,6.903553009033203,2.0,0.1449351608753204,1.0,1.09,23.17,13.54,53.17,35.78,41.03,0.3448624908924103,0.5206000208854675,9.0,Loam,1,Loam_1,0.27229,128.6063423334867,10.451996560622764,139.05833889410948
2020_07_27,40.1958,118.1042,0.0022473870776593,0.1656494140625,0.0208892822265625,301.0570373535156,-0.0010459367185831,2.8203125,98210.453125,298.13818359375,1.049957275390625,0.56317138671875,240.6136169433593,206.0,0.2813888490200043,1.0,1.31,16.82,30.84,48.34,45.33,37.83,0.4717000126838684,0.7350999712944031,3.0,Sandy Loam,1,Sandy Loam_1,0.23124479,54.68228469011344,6.895730263519279,61.57801495363271
2020_07_13,35.6958,110.9042,0.0012836828827857,0.2644805908203125,0.00421142578125,301.044189453125,-0.0021762540563941,1.7845458984375,92010.09375,299.498046875,-0.621337890625,1.2668609619140625,176.2630615234375,441.0,2.1670076847076416,1.0,1.3,20.73,14.75,50.29,33.09,46.16,0.3854937553405761,0.6080750226974487,4.0,Loam,2,Loam_2,0.2573835,79.04415330559935,1.25865033821874,80.3028036438181
2019_05_11,28.1958,105.6042,0.0009863078594207,0.47607421875,0.0123291015625,294.8812561035156,-0.0025927200913429,2.323974609375,89139.296875,294.6298828125,-0.667755126953125,-1.3984222412109375,282.6140441894531,1051.0,0.6115696430206299,1.0,1.19,18.56,12.48,55.6,41.35,40.08,0.4151062369346618,0.7963500022888184,6.0,Loam,4,Loam_4,0.30017608,133.27589883160545,3.451504046664653,136.7274028782701
2022_04_08,46.0958,131.1042,0.0008991658687591,0.3180389404296875,0.0121002197265625,278.3720397949219,-0.000699296593666,2.660400390625,95478.015625,285.636474609375,2.9564208984375,0.4443225860595703,130.69552612304688,296.0,0.3403997719287872,1.0,1.13,19.69,23.21,57.96,48.2,32.09,0.1570000052452087,0.3582000136375427,1.0,Sandy Loam,1,Sandy Loam_1,0.3225252,87.2646198687065,3.32009996429901,90.58471983300552
2021_06_27,39.6958,110.0042,0.0017281949985772,0.053131103515625,0.0222930908203125,316.95147705078125,-0.0004714489914476,0.60107421875,85489.15625,305.95068359375,-2.113800048828125,-1.43707275390625,199.9208221435547,1354.0,0.4563713073730469,1.0,1.48,17.34,16.1,50.78,41.04,41.6,0.1772000044584274,0.2888999879360199,2.0,Loam,4,Loam_4,0.27471,13.068106100001526,5.483200175790416,18.55130627579194
2019_07_16,39.9958,114.9042,0.000771164894104,0.30584716796875,0.014007568359375,296.87286376953125,-0.0016994778998196,2.0013427734375,88653.84375,296.285888671875,-0.584075927734375,0.8063716888427734,316.2651062011719,1592.0,3.220279693603516,1.0,1.5,14.92,16.29,50.15,43.9,41.17,0.5606874823570251,0.7895687222480774,3.0,Sandy Loam,5,Sandy Loam_5,0.26953912,75.64694578626163,3.464572751536029,79.11151853779765
2020_05_07,49.4958,128.0042,9.296834468841551e-05,0.325714111328125,0.0106353759765625,287.2164306640625,-0.0014370684511959,1.740234375,98377.78125,292.80810546875,1.086700439453125,4.534103393554688,49.83613586425781,277.0,0.149723619222641,1.0,1.15,25.68,25.48,62.29,37.16,37.15,0.2603749930858612,0.4591124951839447,1.0,Loam,1,Loam_1,0.3014939,93.94208706194604,3.067442831545788,97.00952989349184
2022_11_16,33.0958,115.8042,4.5359134674072266e-05,0.3433990478515625,0.0026702880859375,288.66192626953125,-0.0006215372122824,0.857421875,101421.28125,288.5008850097656,-1.687408447265625,0.6201009750366211,170.5376739501953,31.0,0.0078494735062122,1.0,1.27,24.49,21.04,53.11,17.61,57.89,0.2750999927520752,0.5001124739646912,7.0,Silt Loam,1,Silt Loam_1,0.33147,81.57388332706503,0.6343225764157466,82.20820590348077
2017_08_01,35.7958,114.3042,0.006247192621231,0.286376953125,0.112091064453125,302.5221862792969,-0.002184675540775,2.2298583984375,99049.0,303.14404296875,-2.1879119873046875,-4.8026123046875,132.74542236328125,101.0,0.1159749254584312,1.0,1.31,14.6,32.02,49.98,36.93,48.46,0.6378874778747559,0.837806224822998,3.0,Loam,1,Loam_1,0.2774926,78.7798886039203,30.835308060762923,109.61519666468322
2020_01_03,30.9958,109.1042,0.0002230778336524,0.4009246826171875,0.0008697509765625,282.9287109375,-0.0002093533985316,1.0308837890625,94258.8125,282.445068359375,-0.0503692626953125,-0.5219573974609375,256.1879272460937,717.0,0.3999837338924408,1.0,1.32,25.75,16.12,55.54,29.59,44.65,0.1038499996066093,0.3835499882698059,6.0,Loam,1,Loam_1,0.2850613,106.54930015562827,0.2311440574261013,106.78044421305438
2019_08_07,44.7958,125.2042,0.0038861422799527,0.3878326416015625,0.0247039794921875,300.46099853515625,-0.0028556054458022,1.9945068359375,98067.796875,301.735107421875,0.1164093017578125,0.1291046142578125,56.53462219238281,207.0,0.1368995308876037,1.0,1.29,18.22,16.91,53.2,41.45,40.31,0.6621500253677368,0.8876000046730042,1.0,Loam,1,Loam_1,0.29562742,101.69741988272348,6.477873973723465,108.17529385644691
2017_11_24,40.2958,122.3042,2.684444189071656e-05,0.2486724853515625,0.004669189453125,273.16534423828125,-0.0001636869274079,1.9434814453125,100534.015625,272.4342041015625,-0.0246734619140625,-0.13555908203125,346.1493530273437,326.0,1.2557902336120603,1.0,1.36,17.81,25.23,50.57,51.47,30.71,0.1471250057220459,0.2999125123023987,1.0,Sandy Loam,1,Sandy Loam_1,0.2701813,67.67582201272934,1.2707124952994524,68.94653450802879
2018_09_14,48.4958,123.2042,7.222592830657959e-05,0.33221435546875,0.040283203125,290.4433898925781,-0.0017546638846397,2.6602783203125,96586.765625,292.217041015625,-0.3850555419921875,2.169322967529297,137.41610717773438,329.0,0.2164498120546341,1.0,1.27,19.09,22.26,53.870000000000005,49.64,31.25,0.3194999992847442,0.5490999817848206,2.0,Sandy Loam,1,Sandy Loam_1,0.31484,83.08541057943941,10.074659375790928,93.16006995523034
2022_06_25,32.0958,104.6042,0.0109415873885154,0.4163970947265625,0.008819580078125,298.19073486328125,-0.0027292594313621,3.505615234375,86545.296875,297.62109375,-1.11407470703125,1.374948501586914,232.1649475097656,1263.0,0.8120091557502747,1.0,1.25,16.61,16.64,56.88,43.47,39.91,0.572950005531311,0.8392375111579895,6.0,Sandy Loam,4,Sandy Loam_4,0.28301,117.70526687440376,2.493079418571782,120.19834629297551
2021_07_26,38.5958,115.1042,0.0004471763968467,0.300384521484375,0.0400238037109375,304.5355834960937,-0.0028217602521181,2.1436767578125,99149.75,305.263671875,0.1421966552734375,1.514434814453125,106.2940444946289,41.0,0.0436944849789142,1.0,1.31,17.54,19.06,51.11,40.26,42.19,0.5941874980926514,0.8632624745368958,3.0,Loam,1,Loam_1,0.17960913,127.66676250725904,17.01056172186023,144.67732422911928
2020_04_30,24.1958,109.4042,0.0015143901109695,0.365509033203125,0.0060882568359375,299.7992858886719,-0.0026603462174534,1.5565185546875,99562.53125,300.683349609375,0.58392333984375,3.493725776672364,29.64986228942871,112.0,0.337803304195404,1.0,1.16,21.8,9.69,51.15,33.5,44.68,0.3978124856948852,0.6229125261306763,8.0,Loam,1,Loam_1,0.3168735,99.43841758323906,1.6563383408078982,101.09475592404696
2018_08_03,30.9958,111.9042,0.0032080858945846,0.4288787841796875,0.0246429443359375,306.347900390625,-0.0041371816769242,2.68017578125,98837.421875,305.991943359375,-2.618988037109375,-2.368255615234375,155.37643432617188,68.0,0.1703431904315948,1.0,1.29,19.25,20.72,51.08,43.0,37.74,0.6077937483787537,0.6995124816894531,7.0,Sandy Loam,1,Sandy Loam_1,0.19997086,166.25631043578224,9.55292067292092,175.80923110870316
2018_08_31,29.1958,112.3042,0.0014928251039236,0.43182373046875,0.0240325927734375,304.4398803710937,-0.0024489117786288,2.7049560546875,99992.7734375,303.66064453125,-2.1433868408203125,0.2138519287109375,56.30993270874024,30.0,0.0139583023265004,1.0,1.13,25.67,11.47,52.29,24.92,49.39,0.5961187481880188,0.741225004196167,7.0,Loam,1,Loam_1,0.30556,125.06378263520511,6.960263521217247,132.02404615642237
2022_05_05,45.8958,119.9042,8.957087993621826e-05,0.263671875,0.057403564453125,284.9705810546875,-0.0007753861136734,0.99609375,89059.3203125,282.85107421875,-1.49310302734375,-4.194430351257324,41.1859245300293,1020.0,0.4526721537113189,1.0,1.22,23.28,11.83,62.3,39.22,37.49,0.1481875032186508,0.2656312584877014,2.0,Loam,4,Loam_4,0.27615696,78.26146685019927,17.038173512178798,95.29964036237809
2019_12_19,32.2958,105.1042,0.0001315996050834,0.42913818359375,0.0009002685546875,278.64385986328125,-0.000458191614598,1.3736572265625,87728.8046875,276.4817810058594,-1.062150001525879,0.3593387603759765,343.8781433105469,855.0,1.1221601963043213,1.0,0.96,19.32,15.52,56.78,43.76,36.91,0.3059999942779541,0.6050999760627747,6.0,Sandy Loam,1,Sandy Loam_1,0.28466046,157.03583885288796,0.3294380064116196,157.36527685929957
2022_08_06,37.8958,113.3042,0.0081710964441299,0.3197784423828125,0.0807037353515625,302.33428955078125,-0.003360841423273,2.0509033203125,87466.6875,302.4345703125,-1.0605316162109375,0.9814453125,40.78950119018555,1120.0,0.4474025070667267,1.0,1.24,15.28,20.28,54.23,40.05,44.66,0.5114499926567078,0.8015999794006348,4.0,Loam,4,Loam_4,0.25339392,101.772702609163,25.684774733972564,127.45747734313557
2018_03_17,24.4958,113.5042,0.0018779039382934,0.3549652099609375,0.002044677734375,293.76611328125,-0.0013308450579643,1.782470703125,97637.625,294.9656066894531,0.5326995849609375,2.39825439453125,329.713134765625,247.0,1.04896342754364,1.0,1.13,27.04,15.55,55.17,40.65,32.29,0.3491874933242798,0.7082250118255615,9.0,Clay Loam,1,Clay Loam_1,0.32533216,96.55624097851567,0.5561851992916262,97.11242617780732
2022_01_27,28.2958,104.1042,0.0013527572154998,0.413177490234375,0.0009918212890625,279.85205078125,-0.0005687526427209,1.486328125,88325.15625,277.4714050292969,-0.7585601806640625,-1.2020854949951172,158.27976989746094,518.0,0.6764439344406128,1.0,1.24,23.19,11.48,55.870000000000005,34.58,42.22,0.2936562597751617,0.5140874981880188,8.0,Loam,1,Loam_1,0.31968,104.23162331544624,0.2502051671284439,104.48182848257468
2021_02_27,30.0958,103.7042,0.0002406388521194,0.3204345703125,0.0158538818359375,285.5834350585937,-0.000507116317749,1.6392822265625,95414.53125,283.4521484375,-1.6494140625,-0.9896087646484376,123.94853973388672,443.0,0.1190045103430748,1.0,1.1,23.97,12.47,51.91,30.34,45.67,0.1809999942779541,0.3668499886989593,6.0,Loam,1,Loam_1,0.31873,91.39527337544172,4.521889954146855,95.91716332958858
2021_07_29,23.4958,113.0042,0.0009701251983642,0.32733154296875,0.039520263671875,306.6802978515625,-0.0035223122686147,1.984130859375,99122.9296875,304.5361328125,-0.2436370849609375,1.9741668701171875,196.3720092773437,34.0,0.2380604743957519,1.0,1.25,27.41,9.04,52.67,40.68,31.89,0.19930000603199,0.2764999866485595,9.0,Clay Loam,1,Clay Loam_1,0.28524524,91.80354223439453,11.08386977377782,102.88741200817232
2020_01_05,30.6958,114.8042,0.0027462914586067,0.2727508544921875,0.0627899169921875,284.7480773925781,-0.0002114581875503,1.1456298828125,101266.3671875,284.57965087890625,-0.8632659912109375,-0.4037933349609375,261.0643920898437,22.0,0.1038506850600242,1.0,1.33,24.7,22.28,51.93,29.0,46.29,0.1304562538862228,0.2304999977350235,7.0,Loam,1,Loam_1,0.26829913,76.43551823863676,17.59620461829316,94.03172285692992
2018_04_23,31.8958,105.2042,0.0078034326434135,0.261993408203125,0.102813720703125,296.75567626953125,-0.0017719925381243,1.89794921875,93571.09375,297.2885131835937,-2.3343658447265625,-2.423187255859375,187.401107788086,581.0,0.3155588805675506,1.0,1.35,23.83,18.74,53.48,34.69,41.47,0.3885000050067901,0.5544000267982483,6.0,Loam,1,Loam_1,0.30285,64.08096128828598,25.14720542577,89.22816671405597
2017_03_16,29.9958,112.6042,0.0031968653202056,0.376251220703125,0.024627685546875,287.7459716796875,-0.0018810890614986,1.4945068359375,101500.40625,286.581298828125,-0.4298553466796875,-0.5203094482421875,38.65980911254883,28.0,0.0165257658809423,1.0,1.28,25.97,14.98,52.91,27.85,46.17,0.2193374931812286,0.4128187596797943,7.0,Loam,1,Loam_1,0.30835,95.32877125808866,6.239785741364065,101.56855699945272
2018_08_01,25.6958,112.0042,0.0061376616358757,0.3087615966796875,0.070159912109375,307.6747131347656,-0.0029666726477444,2.93017578125,96276.5078125,307.177978515625,-0.3704071044921875,1.0120391845703125,189.5179443359375,409.0,0.437016487121582,1.0,1.08,25.47,10.19,51.68,27.65,46.86,0.4426062405109405,0.5884062647819519,7.0,Loam,1,Loam_1,0.30094174,94.99857590243444,21.586530862337213,116.58510676477164
2018_07_12,31.9958,113.8042,0.0021684169769287,0.3731231689453125,0.01239013671875,301.52264404296875,-0.0024106600321829,1.737060546875,96167.625,301.084228515625,-2.784210205078125,-0.4736480712890625,58.37770080566406,623.0,0.3273349106311798,1.0,1.3,22.64,10.97,53.58,36.09,41.26,0.6682000160217285,0.8694000244140625,3.0,Loam,1,Loam_1,0.24265,118.28469905857202,3.9278278998716094,122.21252695844365
